धातुः	मूलधातुः	धात्वर्थः	गणः	कर्मकत्वं	इट्त्वं	उपग्रहः	रूपम्	अनुबन्धादिविशेषः	टिप्पणिः
तिज्	तिज	निशाने (तीक्ष्णीकरणम्)	चुरादिः	सकर्मकः	सेट्	उभयपदी	तेजयति-ते		
तिप्	तिपृ	क्षरणे 	भ्वादिः	सकर्मकः	अनिट्	आत्मनेपदी	तेपते		
तिम्	तिम	आर्द्रीभावे	दिवादिः	अकर्मकः	सेट्	परस्मैपदी	तिम्यति		
तिल्	तिल	गतौ	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	तिलति		
तिल्	तिल	स्नेहने	तुदादिः	अकर्मकः	सेट्	परस्मैपदी	तिलति		
तीक्	तीकृ	गतौ	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	तीकते		
तीम्	तीम 	आर्द्रीभावे	दिवादिः	अकर्मकः	सेट्	परस्मैपदी	तीम्यति		
तीर्	तीर	कर्मसमाप्तौ	चुरादिः	सकर्मकः	सेट्	उभयपदी	तीरयति-ते	अदन्तः	
तीव्	तीव	स्थौल्ये	भ्वादिः	अकर्मकः	सेट्	परस्मैपदी	तीवति		
तु		गति-वृद्धि-हिंसासु	अदादिः	हिंसायां सकर्मकः/ अन्यत्र अकर्मकः	अनिट्	परस्मैपदी	तौति-तवीति	सौत्रोयम्/ उकारान्तः 	
तुज्	तुज	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	तोजति		
तुज्	तुज	हिंसा-बलादान-निकेतेषु	चुरादिः	सकर्मकः	सेट्	उभयपदी	तोजयति-ते		
तुञ्ज्	तुजि	पालने हिंसायां च	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	तुञ्जति		
तुञ्ज्	तुजि	हिंसा-बलादान-निकेतेषु/ भाषायां च	चुरादिः	सकर्मकः	सेट्	उभयपदी	तुञ्जयति-ते		
तुट्	तुट	कलहकर्मणि	तुदादिः	अकर्मकः	सेट्	परस्मैपदी	तुटति	कुटादिः	
तुड्	तुड	तोडने	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	तुडति	कुटादिः	
तुण्ड्	तुडि	तोडने (दारणं हिंसनं च)	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	तुण्डते		
तुड्	तुडृ	तोडने	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	तोडति		
तुण्	तुण	कौटिल्ये	तुदादिः	अकर्मकः	सेट्	परस्मैपदी	तुणति		
तुत्थ्	तुत्थ	आवरणे (आच्छादनम्)	चुरादिः	सकर्मकः	सेट्	उभयपदी	तुत्थयति-ते	अदन्तः	
तुद्	तुद	व्यथने	तुदादिः	सकर्मकः	अनिट्	उभयपदी	तुदति-ते		
तुप्	तुप	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	तोपति		
तुप्	तुप	हिंसायाम्	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	तुपति		
तुफ्	तुफ	हिंसायाम्	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	तुफति		
तुफ्	तुफ	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	तोफति		
तुम्ब्	तुबि	अर्दने	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	तुम्बति		
तुम्ब्	तुबि	अदर्शने/ अर्दने च	चुरादिः	सकर्मकः	सेट्	उभयपदी	तुम्बयति-ते		
तुभ्	तुभ	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	आत्मनेपदी	तोभते	द्युतादिः	
तुभ्	तुभ	हिंसायाम्	दिवादिः	सकर्मकः	सेट्	परस्मैपदी	तुभ्यति	पुषादिः	
तुभ्	तुभ	हिंसायाम्	क्र्यादिः	सकर्मकः	सेट्	परस्मैपदी	तुभ्नाति		
तुम्प्	तुम्प	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	तुम्पति		
तुम्प्	तुम्प	हिंसायाम्	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	तुम्पति		
तुम्फ्	तुम्फ	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	तुम्फति		
तुम्फ्	तुम्फ	हिंसायाम्	तुदादिः	सकर्मकः	सेट्	परस्मैपदी	तुम्फति		
तुर्	तुर	त्वरणे	जुहोत्यादिः	अकर्मकः	सेट्	परस्मैपदी	तोतूर्ति	छान्दसः	
तुर्व्	तुर्वी	हिंसायाम्	भ्वादिः	सकर्मकः	सेट्	परस्मैपदी	तूर्वति	ईदित्	
